,SECRETARIA,CODIGO_INSTITUCION,NOMBRE_INSTITUCION,COD_DPTO,DEPARTAMENTO,COD_MPIO,MUNICIPIO,NATURALEZA,CERTIFICADO_CALIDAD,LAT,LNG
1678,secretaria de educacion municipal de duitama,1703,"capacitacion integral en sistemas tecnicos ltda ""cistec  ltda""",15,boyaca,15238,duitama,privada,no,5.8219,-73.0297
1679,secretaria de educacion municipal de pereira,8707,prev@sa liderazgo estrategico en salud ocupacional s.a.s.,66,risaralda,66001,pereira,privada,no,4.8143,-75.6946
1680,secretaria de educacion departamental valle,4859,centro de capacitacion ocupacional porvenir ccop,76,valle del cauca,76563,pradera,privada,no,3.4189,-76.2439
1681,secretaria de educacion departamental risaralda,4515,corporacion de estudios tecnicos wes (world educational service),66,risaralda,66594,quinchia,privada,no,5.3394,-75.7294
1682,secretaria de educacion municipal de medellin,4914,centro de altos estudios del poblado,5,antioquia,5001,medellin,privada,no,6.2447,-75.5748
1683,secretaria de educacion municipal de cucuta,8021,instituto tecnico de colombia,54,norte de santander,54001,cucuta,privada,no,7.9075,-72.5047
1684,secretaria de educacion departamental cordoba,5112,"instituto tecnico de colombia ""intec""",23,cordoba,23555,planeta rica,privada,no,8.4089,-75.5819
1685,secretaria de educacion municipal de cucuta,7309,corporacion espiritu santo corpoces,54,norte de santander,54001,cucuta,privada,no,7.9075,-72.5047
1686,secretaria de educacion municipal de armenia,862,fundanza,63,quindio,63001,armenia,privada,no,4.5389,-75.6725
1687,secretaria de educacion municipal de armenia,862,fundanza,63,quindio,63001,armenia,privada,no,6.1564,-75.7858
1688,secretaria de educacion distrito bogota,109,escuela nacional de sistemas - ensistemas s.a.,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
1689,secretaria de educacion municipal de buenaventura,9068,centro de lenguas del pacifico sas,76,valle del cauca,76109,buenaventura,privada,no,3.8772,-77.0267
1690,secretaria de educacion municipal de medellin,1908,instituto colombiano de capacitacion tecnica - icct,5,antioquia,5001,medellin,privada,si,6.2447,-75.5748
1691,secretaria de educacion municipal de pasto,4801,"instituto tecnico de informatica y sistemas  ""colsup""",52,nariño,52001,pasto,privada,no,1.2136,-77.2811
1692,secretaria de educacion distrito bogota,3784,cenestetica - estetica integral,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
1693,secretaria de educacion municipal de buenaventura,4968,"taller de educacion en salud ""tecnisalud"".",76,valle del cauca,76109,buenaventura,privada,si,3.8772,-77.0267
1694,secretaria de educacion municipal de valledupar,2318,"corporacion tecnica educativa sicomcaribe del cesar ""corpotes""",20,cesar,20001,valledupar,privada,no,10.4603,-73.2597
1695,secretaria de educacion municipal de sincelejo,4495,centro de lenguas extranjeras de la universidad de sucre,70,sucre,70001,sincelejo,oficial,no,9.2994,-75.3958
1696,secretaria de educacion municipal de facatativa,4539,fundacion educativa comercial fundec,25,cundinamarca,25269,facatativa,privada,no,4.8147,-74.3553
1697,secretaria de educacion municipal de floridablanca,7115,corporacion educativa dermaestetica,68,santander,68276,floridablanca,privada,no,7.0697,-73.0978
1698,secretaria de educacion departamental tolima,4165,politecnico central,73,tolima,73268,espinal,privada,no,4.1486,-74.8819
1699,secretaria de educacion municipal de cucuta,4715,instituto de idiomas mba vip sas,54,norte de santander,54001,cucuta,privada,no,7.9075,-72.5047
1700,secretaria de educacion departamental bolivar,5582,"escuela tecnica municipal en salud ""estemisa""",13,bolivar,13836,turbaco,privada,no,10.3319,-75.4142
1702,secretaria de educacion municipal de cali,3658,centro de formacion juvenil  del  valle,76,valle del cauca,76001,cali,privada,no,3.44,-76.5197
1703,secretaria de educacion departamental norte de santander,8963,institucion de educacion para el trabajo y el desarrollo humano comfaoriente ocaña,54,norte de santander,54498,ocaña,privada,no,8.2461,-73.3553
1704,secretaria de educacion departamental de antioquia,9039,centro de estudios tecnicos ceprodent,5,antioquia,5490,necocli,privada,no,8.4258,-76.7839
1705,secretaria de educacion departamental tolima,8794,corporacion pedagogica avanzada corpav,73,tolima,73449,melgar,privada,no,4.2039,-74.6428
1706,secretaria de educacion municipal de barrancabermeja,4905,instituto tecnico colombia college,68,santander,68081,barrancabermeja,privada,no,7.0675,-73.8472
1707,secretaria de educacion municipal de medellin,1897,institucion educativa ecosesa,5,antioquia,5001,medellin,privada,si,6.2447,-75.5748
1708,secretaria de educacion departamental huila,7642,instituto juan pablo ii,41,huila,41298,garzon,privada,no,2.1961,-75.6292
1709,secretaria de educacion municipal de pereira,7312,instituto tecnico itcel,66,risaralda,66001,pereira,privada,no,4.8143,-75.6946
1710,secretaria de educacion departamental nariño,7554,instituto de educacion tecnica inesur,52,nariño,52565,providencia,privada,no,1.2389,-77.5975
1711,secretaria de educacion departamental de antioquia,6788,"instituto de educacion comfenalco ""consuelo montoya gil""",5,antioquia,5490,necocli,privada,no,8.4258,-76.7839
1712,secretaria de educacion departamental nariño,7600,instituto de educacion tecnica inesur,52,nariño,52411,linares,privada,no,1.3503,-77.5231
1713,secretaria de educacion municipal de popayan,6986,instituto educativo sandra u.b,19,cauca,19001,popayan,privada,no,2.4411,-76.6061
1714,secretaria de educacion distrito bogota,1618,escuela de auxiliares de enfermeria santa fe de bogota,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
1715,secretaria de educacion municipal de duitama,7500,centro colombiano de educacion y seguridad vial s.a.s,15,boyaca,15238,duitama,privada,no,5.8219,-73.0297
1716,secretaria de educacion departamental choco,7418,instituto tecnico en computacion y sistemas e.a.t (intecos),27,choco,27800,unguia,privada,no,8.045,-77.09
1717,secretaria de educacion municipal de medellin,5402,centro de idiomas fun - n - learn,5,antioquia,5001,medellin,privada,no,6.2447,-75.5748
1718,secretaria de educacion departamental de antioquia,4341,centro de sistemas de antioquia censa,5,antioquia,5154,caucasia,privada,no,7.9865,-75.1935
1719,secretaria de educacion municipal de popayan,3013,escuela de salud del cauca,19,cauca,19001,popayan,privada,no,2.4411,-76.6061
1720,secretaria de educacion distrito bogota,6462,universidad cooperativa de colombia,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
1721,secretaria de educacion municipal de yumbo,6729,instituto tecnico laboral jose antonio galan,76,valle del cauca,76892,yumbo,privada,no,3.5778,-76.4944
1722,secretaria de educacion departamental cordoba,6339,"institucion  educativa para el trabajo y el desarrollo humano ""corporacion instituto del norte""",23,cordoba,23466,montelibano,privada,no,7.9711,-75.4181
1723,secretaria de educacion municipal de sabaneta,4479,centro de orientacion y gestion para el trabajo,5,antioquia,5631,sabaneta,oficial,si,6.1508,-75.615
1724,secretaria de educacion municipal de yopal,7033,politecnico comfacasanare,85,casanare,85001,yopal,privada,no,5.3306,-72.3906
1725,secretaria de educacion distrito bogota,9263,ietdh - academia danza desarrollo y arte con proposito de evolucion y maestria adda prem,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
1726,secretaria de educacion municipal de medellin,1921,instituto nacional de cosmetologia y estetica atenea,5,antioquia,5001,medellin,privada,no,6.2447,-75.5748
1727,secretaria de educacion municipal de envigado,6952,universidad de antioquia,5,antioquia,5266,envigado,oficial,no,6.1719,-75.5803
1728,secretaria de educacion municipal de medellin,9532,universidad pontificia bolivariana,5,antioquia,5001,medellin,privada,no,6.2447,-75.5748
1729,secretaria de educacion distrito bogota,7883,centro panamericano de capacitacion,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
1730,secretaria de educacion distrito bogota,4229,pasaporte centro autopista,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
1731,secretaria de educacion municipal de sincelejo,504,fundacion conservatorio de muisica de sincelejo sucre -funcomus,70,sucre,70001,sincelejo,privada,no,9.2994,-75.3958
1732,secretaria de educacion departamental cordoba,6892,corporacion instituto del norte,23,cordoba,23807,tierralta,privada,no,8.1728,-76.0594
1733,secretaria de educacion municipal de floridablanca,6623,technical training institute,68,santander,68276,floridablanca,privada,no,7.0697,-73.0978
1734,secretaria de educacion municipal de manizales,3243,centro colombo americano -cca,17,caldas,17001,manizales,privada,si,5.0661,-75.4847
1735,secretaria de educacion departamental atlantico,4843,instituto tecnologico de soledad atlantico itsa,8,atlantico,8638,sabanalarga,oficial,no,10.63,-74.9236
1736,secretaria de educacion departamental atlantico,4843,instituto tecnologico de soledad atlantico itsa,8,atlantico,8638,sabanalarga,oficial,no,6.8489,-75.8171
1737,secretaria de educacion departamental atlantico,4843,instituto tecnologico de soledad atlantico itsa,8,atlantico,8638,sabanalarga,oficial,no,4.8543,-73.04
1738,secretaria de educacion departamental magdalena,9275,centro de capacitacion de el banco,47,magdalena,47245,el banco,privada,no,9.0008,-73.9744
1739,secretaria de educacion distrito santa marta,4004,corporacion tecnica del magdalena,47,magdalena,47001,santa marta,privada,no,11.2361,-74.2017
1740,secretaria de educacion distrito cartagena,2416,"instituto tecnico de la costa ltda ""itec""",13,bolivar,13001,cartagena,privada,no,10.4236,-75.5253
1741,secretaria de educacion municipal de monteria,3131,instituto de formacion tecnico laboral de cordoba,23,cordoba,23001,monteria,privada,no,8.76,-75.8856
1742,secretaria de educacion municipal de bello,6365,ie fe y alegria - bello,5,antioquia,5088,bello,privada,no,6.3319,-75.5581
1743,secretaria de educacion municipal de pereira,7670,berlitz,66,risaralda,66001,pereira,privada,no,4.8143,-75.6946
1745,secretaria de educacion distrito bogota,7382,fundacion para la vida fundesco,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
1746,secretaria de educacion departamental boyaca,3979,"instituto nacional de formacion en salud ""san luis""",15,boyaca,15176,chiquinquira,privada,no,5.6175,-73.8164
1747,secretaria de educacion departamental cordoba,6943,corporacion instituto del norte,23,cordoba,23555,planeta rica,privada,no,8.4089,-75.5819
1748,secretaria de educacion distrito bogota,8618,centro de entrenamiento y desarrollo productivo,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
1749,secretaria de educacion municipal de pasto,7916,ideas centro de estudios,52,nariño,52001,pasto,privada,no,1.2136,-77.2811
1750,secretaria de educacion municipal de manizales,8001,e and t rescue s.a.s.,17,caldas,17001,manizales,privada,no,5.0661,-75.4847
1751,secretaria de educacion municipal de popayan,4588,escuela tecnica de estetica integral belle med,19,cauca,19001,popayan,privada,no,2.4411,-76.6061
1752,secretaria de educacion municipal de pereira,8701,escuela de idiomas internacionales,66,risaralda,66001,pereira,privada,no,4.8143,-75.6946
1753,secretaria de educacion municipal de popayan,9160,escuela  colomboamericana -escamerica,19,cauca,19001,popayan,privada,no,2.4411,-76.6061
1754,secretaria de educacion municipal de villavicencio,9318,nueva escuela tecnica iberoamericana,50,meta,50001,villavicencio,privada,no,4.1425,-73.6294
1755,secretaria de educacion departamental magdalena,4521,instituto de formacion tecnica nacional infoten,47,magdalena,47555,plato,privada,no,9.7925,-74.7825
1756,secretaria de educacion municipal de popayan,8595,instituto tecnico integral del cauca -itic,19,cauca,19001,popayan,privada,no,2.4411,-76.6061
1757,secretaria de educacion municipal de popayan,7176,asociacion alianza cultural colombo francesa,19,cauca,19001,popayan,privada,no,2.4411,-76.6061
1759,secretaria de educacion departamental cordoba,5564,"instituto nacional de educacion y superacion politecnico "" indes""",23,cordoba,23555,planeta rica,privada,no,8.4089,-75.5819
1760,secretaria de educacion municipal de sogamoso,9128,centro de belleza basico y avanzado stetic bioform,15,boyaca,15759,sogamoso,privada,no,5.7158,-72.9333
1761,secretaria de educacion distrito barranquilla,9430,"fundacion para la capacitacion, el emprendimiento y la empleabilidad",8,atlantico,8001,barranquilla,privada,no,10.9639,-74.7964
1762,secretaria de educacion distrito barranquilla,3810,escuela empresarial de colombia - escec,8,atlantico,8001,barranquilla,privada,no,10.9639,-74.7964
1763,secretaria de educacion departamental santander,9138,instituto giro hseq,68,santander,68190,cimitarra,privada,no,6.3133,-73.95
1764,secretaria de educacion municipal de monteria,4069,centro de sistemas de antioquia censa,23,cordoba,23001,monteria,privada,si,8.76,-75.8856
1765,secretaria de educacion municipal de soacha,7063,instituto tecnisistemas,25,cundinamarca,25754,soacha,privada,si,4.5781,-74.2144
1766,secretaria de educacion municipal de envigado,4026,"sistema conversacional de ingles para todos ""cesfa""",5,antioquia,5266,envigado,privada,no,6.1719,-75.5803
1767,secretaria de educacion distrito bogota,975,fee estudio empresarial chapinero,11,bogota d.c.,11001,bogota,privada,si,4.6126,-74.0705
1768,secretaria de educacion departamental de antioquia,8826,centro de idiomas americano - cia,5,antioquia,5679,santa barbara,privada,no,5.8747,-75.5661
1769,secretaria de educacion departamental de antioquia,8826,centro de idiomas americano - cia,5,antioquia,5679,santa barbara,privada,no,6.9903,-72.9067
1770,secretaria de educacion departamental cesar,8235,"academia colombiana de estudios tecnicos ""acet""",20,cesar,20011,aguachica,privada,no,8.3067,-73.6153
1771,secretaria de educacion municipal de barrancabermeja,8056,instituto tecnico experticia,68,santander,68081,barrancabermeja,privada,no,7.0675,-73.8472
1772,secretaria de educacion municipal de facatativa,9007,politecnico de salamanca,25,cundinamarca,25269,facatativa,privada,no,4.8147,-74.3553
1773,secretaria de educacion departamental risaralda,5341,corporacion de estudios tecnicos wes (world educational service),66,risaralda,66045,apia,privada,no,5.1053,-75.9433
1774,secretaria de educacion municipal de pasto,7117,siglo xxi english center,52,nariño,52001,pasto,privada,no,1.2136,-77.2811
1775,secretaria de educacion municipal de cienaga,8512,corporacion educativa guajira para el progreso,47,magdalena,47189,cienaga,privada,no,11.0104,-74.25
1776,secretaria de educacion municipal de rionegro,6907,academia alas,5,antioquia,5615,rionegro,privada,no,6.1551,-75.3737
1777,secretaria de educacion municipal de rionegro,6907,academia alas,5,antioquia,5615,rionegro,privada,no,7.2646,-73.1501
1778,secretaria de educacion municipal de neiva,8350,corpracion colombiana del derecho y la ingeneria s.a.s,41,huila,41001,neiva,privada,no,2.9275,-75.2875
1779,secretaria de educacion municipal de sincelejo,9355,instituto  tecnico educativo de comfasucre intecomfa,70,sucre,70001,sincelejo,privada,no,9.2994,-75.3958
1780,secretaria de educacion municipal de envigado,6166,servicios de enseñanza de lenguaje (teaching language services),5,antioquia,5266,envigado,privada,si,6.1719,-75.5803
1781,secretaria de educacion municipal de buenaventura,5917,"fundacion instituto tecnico superior sistematizado ""intsa""",76,valle del cauca,76109,buenaventura,privada,no,3.8772,-77.0267
1782,secretaria de educacion departamental meta,9386,"institucion de educacion para el trabajo y el desarrollo humano unidad tecnologica de innovacion y emprendimiento superior -oriente ""unies - oriente""",50,meta,50110,barranca de upia,privada,no,4.5647,-72.9625
1783,secretaria de educacion departamental putumayo,6632,politecnico internacional colombiano s.a.s   polintec,86,putumayo,86885,villagarzon,privada,no,1.0294,-76.6164
1784,secretaria de educacion municipal de cartago,9111,academia inces cartago,76,valle del cauca,76147,cartago,privada,no,4.75,-75.91
1785,secretaria de educacion municipal de cartago,9111,academia inces cartago,76,valle del cauca,76147,cartago,privada,no,1.5514,-77.1189
1786,secretaria de educacion municipal de medellin,1858,academia yurupary,5,antioquia,5001,medellin,privada,no,6.2447,-75.5748
1787,secretaria de educacion municipal de bucaramanga,7276,centro educativo del niño diferente santa teresita - cenid,68,santander,68001,bucaramanga,privada,no,7.1186,-73.1161
1788,secretaria de educacion departamental cordoba,7338,fundacion social para la poblacion afrodescendiente y grupos diversos,23,cordoba,23675,san bernardo del viento,privada,no,9.355,-75.9544
1789,secretaria de educacion municipal de villavicencio,7361,la gran comision,50,meta,50001,villavicencio,privada,no,4.1425,-73.6294
1790,secretaria de educacion distrito bogota,6388,universidad distrital francisco jose de caldas,11,bogota d.c.,11001,bogota,oficial,no,4.6126,-74.0705
1791,secretaria de educacion departamental bolivar,8347,cordecosta & cia ltda,13,bolivar,13836,turbaco,privada,no,10.3319,-75.4142
1792,secretaria de educacion municipal de medellin,5591,itelme instituto tecnico laboral de medellin,5,antioquia,5001,medellin,privada,no,6.2447,-75.5748
1793,secretaria de educacion municipal de cucuta,8438,asociacion cultural leyendo caminos,54,norte de santander,54001,cucuta,privada,no,7.9075,-72.5047
1794,secretaria de educacion departamental nariño,4268,jose maria hernandez,52,nariño,52585,pupiales,oficial,no,0.8708,-77.6403
1795,secretaria de educacion municipal de pereira,7187,instituto tecnico fugan,66,risaralda,66001,pereira,privada,no,4.8143,-75.6946
1796,secretaria de educacion municipal de fusagasuga,6332,escuela latina de belleza integral luque,25,cundinamarca,25290,fusagasuga,privada,no,4.3372,-74.3644
1797,secretaria de educacion municipal de duitama,9639,escuela andina,15,boyaca,15238,duitama,privada,no,5.8219,-73.0297
1798,secretaria de educacion municipal de cali,2703,corporacion educativa alexander von humboldt-sede san fernando,76,valle del cauca,76001,cali,privada,no,3.44,-76.5197
1799,secretaria de educacion municipal de rionegro,1163,asys,5,antioquia,5615,rionegro,privada,no,6.1551,-75.3737
1800,secretaria de educacion municipal de rionegro,1163,asys,5,antioquia,5615,rionegro,privada,no,7.2646,-73.1501
1801,secretaria de educacion municipal de soledad,5332,instituto tecnologico de soledad atlantico itsa,8,atlantico,8758,soledad,oficial,no,10.92,-74.77
1802,secretaria de educacion municipal de floridablanca,1548,centro educativo y rehabilitativo don luis guanella,68,santander,68276,floridablanca,privada,no,7.0697,-73.0978
1803,secretaria de educacion municipal de yopal,4213,instituto educativo para el trabajo y desarrollo humano unidades tecnicas y tecnologicas del llano,85,casanare,85001,yopal,privada,no,5.3306,-72.3906
1804,secretaria de educacion municipal de rionegro,9570,"holistic schooling society ""holss""",5,antioquia,5615,rionegro,privada,no,6.1551,-75.3737
1805,secretaria de educacion municipal de rionegro,9570,"holistic schooling society ""holss""",5,antioquia,5615,rionegro,privada,no,7.2646,-73.1501
1806,secretaria de educacion municipal de villavicencio,3872,immanuel kant,50,meta,50001,villavicencio,privada,no,4.1425,-73.6294
1807,secretaria de educacion municipal de medellin,5136,cristo para las naciones colombia,5,antioquia,5001,medellin,privada,no,6.2447,-75.5748
1808,secretaria de educacion municipal de bucaramanga,6911,alianza colombo francesa,68,santander,68001,bucaramanga,privada,si,7.1186,-73.1161
1809,secretaria de educacion municipal de girardot,9627,"corporacion de altos estudios del alto magdalena ""corales del alma""",25,cundinamarca,25307,girardot,privada,no,4.3036,-74.8039
1810,secretaria de educacion municipal de medellin,9530,play dance / baila jugando,5,antioquia,5001,medellin,privada,no,6.2447,-75.5748
1811,secretaria de educacion distrito bogota,6722,universidad pedagogica nacional,11,bogota d.c.,11001,bogota,oficial,no,4.6126,-74.0705
1812,secretaria de educacion departamental arauca,7590,instituto bilingue jack´s english class,81,arauca,81001,arauca,privada,no,7.0903,-70.7617
1813,secretaria de educacion departamental nariño,7103,"sistemas integrados actualizados ""sia""",52,nariño,52227,cumbal,privada,no,0.9078,-77.7908
1814,secretaria de educacion municipal de chia,4349,afa de colombia ltda,25,cundinamarca,25175,chia,privada,no,4.8633,-74.0528
1815,secretaria de educacion distrito bogota,1408,politecnico suramericano l&h,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
1816,secretaria de educacion departamental cordoba,7517,"instituto de enseñanza y capacitacion tecnica de la sabana ""idectsa""",23,cordoba,23162,cerete,privada,no,8.8867,-75.7911
1817,secretaria de educacion municipal de manizales,1278,asociacion educativa ae s.a.s.,17,caldas,17001,manizales,privada,no,5.0661,-75.4847
1818,secretaria de educacion municipal de palmira,1973,instituto de educacion para el trabajo y el desarrollo humano comfandi regional palmira,76,valle del cauca,76520,palmira,privada,no,3.5394,-76.3036
1819,secretaria de educacion municipal de fusagasuga,1791,instituto cencov capacitacion tecnica laboral,25,cundinamarca,25290,fusagasuga,privada,no,4.3372,-74.3644
1820,secretaria de educacion municipal de quibdo,4459,corporacion politecnica del pacifico  (corppa),27,choco,27001,quibdo,privada,no,5.6923,-76.6582
1821,secretaria de educacion distrito barranquilla,773,corporacion eductiva del prado comfamiliar del atlantico,8,atlantico,8001,barranquilla,privada,si,10.9639,-74.7964
1822,secretaria de educacion municipal de villavicencio,9336,servicios de estudios teologicos hispano,50,meta,50001,villavicencio,privada,no,4.1425,-73.6294
1823,secretaria de educacion municipal de magangue,1806,"instituto educativo especializado en areas de la salud ltda ""iteducas""",13,bolivar,13430,magangue,privada,no,9.2467,-74.7594
1824,secretaria de educacion departamental huila,1542,politecnico jose celestino mutis,41,huila,41396,la plata,privada,no,2.3934,-75.8923
1825,secretaria de educacion municipal de sincelejo,8620,instituto de formacion educativa para el trabajo y el desarrollo humano luis carlos galan,70,sucre,70001,sincelejo,privada,no,9.2994,-75.3958
1826,secretaria de educacion distrito bogota,4616,fundacion misioneros divina redencion san felipe neri,11,bogota d.c.,11001,bogota,privada,si,4.6126,-74.0705
1827,secretaria de educacion municipal de cartago,5126,centro colombo americano,76,valle del cauca,76147,cartago,privada,no,4.75,-75.91
1828,secretaria de educacion municipal de cartago,5126,centro colombo americano,76,valle del cauca,76147,cartago,privada,no,1.5514,-77.1189
1830,secretaria de educacion municipal de soacha,8811,cencosistemas,25,cundinamarca,25754,soacha,privada,no,4.5781,-74.2144
1831,secretaria de educacion departamental risaralda,2007,"instituto de capacitacion ""comfamiliar""",66,risaralda,66088,belen de umbria,privada,no,5.2006,-75.8689
1832,secretaria de educacion departamental cauca,8060,instituto de formacion tecnica laboral cajibio cauca,19,cauca,19130,cajibio,privada,no,2.6233,-76.5731
1833,secretaria de educacion municipal de manizales,3643,universidad de manizales,17,caldas,17001,manizales,privada,no,5.0661,-75.4847
1834,secretaria de educacion municipal de pereira,2640,instituto de ingles new york,66,risaralda,66001,pereira,privada,si,4.8143,-75.6946
1835,secretaria de educacion municipal de cali,6699,fundacion autonoma de occidente fundautonoma sede valle del lili,76,valle del cauca,76001,cali,privada,no,3.44,-76.5197
1836,secretaria de educacion departamental tolima,7921,escuela nacional de operaciones policiales,73,tolima,73449,melgar,oficial,no,4.2039,-74.6428
1837,secretaria de educacion municipal de envigado,8552,academia del lenguaje universal (universal lenguage academy),5,antioquia,5266,envigado,privada,no,6.1719,-75.5803
1838,secretaria de educacion municipal de pereira,7504,universidad libre - seccional pereira,66,risaralda,66001,pereira,privada,no,4.8143,-75.6946
1839,secretaria de educacion municipal de pasto,9465,itinco,52,nariño,52001,pasto,privada,no,1.2136,-77.2811
1840,secretaria de educacion distrito barranquilla,824,instituto biblico  boston,8,atlantico,8001,barranquilla,privada,no,10.9639,-74.7964
1841,secretaria de educacion departamental de antioquia,9121,corporacion universitaria minuto de dios - uniminuto,5,antioquia,5250,el bagre,privada,no,7.6047,-74.8086
1842,secretaria de educacion departamental cauca,6474,fundacion instituto mundo creativo,19,cauca,19698,santander de quilichao,privada,no,3.0083,-76.4839
1843,secretaria de educacion municipal de malambo,8726,"institucion educativa para el trabajo y desarrollo humano - instituto tecnico de administracion y salud ""incatec""",8,atlantico,8433,malambo,privada,no,10.8595,-74.7739
1844,secretaria de educacion municipal de palmira,7811,academia de ingles el recreo the english academy,76,valle del cauca,76520,palmira,privada,no,3.5394,-76.3036
1845,secretaria de educacion municipal de cali,6993,fundacion tecnologica autonoma del pacifico,76,valle del cauca,76001,cali,privada,no,3.44,-76.5197
1846,secretaria de educacion departamental magdalena,8975,instituto centro de sistemas s.a.s,47,magdalena,47258,el piñon,privada,no,10.4039,-74.8231
1847,secretaria de educacion municipal de jamundi,7939,escuela nueva stetica,76,valle del cauca,76364,jamundi,privada,no,3.2608,-76.5394
1848,secretaria de educacion departamental valle,9303,"corporacion universitaria politecnico latinoamericano del norte ""uninorte""",76,valle del cauca,76895,zarzal,privada,no,4.3942,-76.0703
1849,secretaria de educacion municipal de cali,6366,fundacion nacional centro de capacitacion en atencion prehorpitalaria funap cc,76,valle del cauca,76001,cali,privada,no,3.44,-76.5197
1850,secretaria de educacion departamental nariño,7847,centro de informatica del sur cisur,52,nariño,52678,samaniego,privada,no,1.3364,-77.5925
1851,secretaria de educacion departamental arauca,8943,academia de belleza integral l.a,81,arauca,81794,tame,privada,no,6.4583,-71.7447
1852,secretaria de educacion departamental boyaca,5628,"centro educativo hispanoamericano ""cehis""",15,boyaca,15299,garagoa,privada,no,5.0822,-73.3639
1853,secretaria de educacion municipal de tunja,1736,english institute  tell me the way,15,boyaca,15001,tunja,privada,no,5.5403,-73.3614
1854,secretaria de educacion municipal de cali,8407,politecnico internacional de occidente,76,valle del cauca,76001,cali,privada,si,3.44,-76.5197
1855,secretaria de educacion municipal de buenaventura,8884,instituto tecnico laboral bella mayesti,76,valle del cauca,76109,buenaventura,privada,no,3.8772,-77.0267
1856,secretaria de educacion municipal de barrancabermeja,4310,"corporacion educativa para el desarrollo humano ""corposalud""",68,santander,68081,barrancabermeja,privada,si,7.0675,-73.8472
1857,secretaria de educacion municipal de bello,6185,instituto colombiano de capacitacion tecnica-icct de bello,5,antioquia,5088,bello,privada,si,6.3319,-75.5581
1858,secretaria de educacion municipal de apartado,4918,corporacion para la belleza maor´s estilo,5,antioquia,5045,apartado,privada,no,7.883,-76.6259
1859,secretaria de educacion departamental cundinamarca,8741,fundacion avanti,25,cundinamarca,25214,cota,privada,no,4.8094,-74.098
1860,secretaria de educacion municipal de cali,2702,institucion educativa alfonso lopez pumarejo,76,valle del cauca,76001,cali,oficial,no,3.44,-76.5197
1861,secretaria de educacion departamental de antioquia,8321,fundacion universitaria catolica del norte,5,antioquia,5321,guatape,oficial,no,6.2325,-75.1586
1862,secretaria de educacion municipal de floridablanca,5616,euse,68,santander,68276,floridablanca,privada,no,7.0697,-73.0978
1863,secretaria de educacion departamental cauca,8038,instituto tecnico laboral nuestra señora del rosario,19,cauca,19142,caloto,privada,no,3.0359,-76.4079
1864,secretaria de educacion departamental de antioquia,8319,fundacion universitaria catolica del norte,5,antioquia,5736,segovia,privada,no,7.0781,-74.7017
1866,secretaria de educacion municipal de medellin,4909,escuela tecnica fundacion universitaria luis amigo,5,antioquia,5001,medellin,privada,no,6.2447,-75.5748
1867,secretaria de educacion departamental putumayo,7845,instituto politecnico nacional  inpol,86,putumayo,86749,sibundoy,privada,no,1.2033,-76.9192
1868,secretaria de educacion distrito bogota,3779,escuela de belleza y peluqueria panamericana,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
1870,secretaria de educacion departamental bolivar,8417,instituto de formacion para el trabajo y el desarrollo humano formar - mompox,13,bolivar,13468,mompos,privada,no,9.2419,-74.4267
1871,secretaria de educacion departamental bolivar,9119,"instituto de programas tecnicos de bolivar ""inptecb"" sede 7",13,bolivar,13042,arenal,privada,no,8.4593,-73.9433
1872,secretaria de educacion municipal de cali,3651,centro educativo de tecnicas laborales - cetel,76,valle del cauca,76001,cali,privada,si,3.44,-76.5197
1873,secretaria de educacion departamental nariño,7613,instituto de capacitacion en areas administrativas y sistemas incaas,52,nariño,52399,la union,privada,no,4.5331,-76.1006
1874,secretaria de educacion departamental nariño,7613,instituto de capacitacion en areas administrativas y sistemas incaas,52,nariño,52399,la union,privada,no,1.6053,-77.1297
1875,secretaria de educacion departamental nariño,7613,instituto de capacitacion en areas administrativas y sistemas incaas,52,nariño,52399,la union,privada,no,5.9728,-75.3611
1876,secretaria de educacion departamental nariño,7613,instituto de capacitacion en areas administrativas y sistemas incaas,52,nariño,52399,la union,privada,no,8.8572,-75.2767
1877,secretaria de educacion departamental bolivar,7190,"fundacion para el desarrollo de la educacion avanzada de la costa ""fundeacos""",13,bolivar,13836,turbaco,privada,no,10.3319,-75.4142
1878,secretaria de educacion municipal de palmira,1582,the embassy educational center ltda,76,valle del cauca,76520,palmira,privada,no,3.5394,-76.3036
1879,secretaria de educacion municipal de cali,2683,centro de capacitacion y educacion dirigida cced y cia ltda sede sur,76,valle del cauca,76001,cali,privada,si,3.44,-76.5197
1880,secretaria de educacion departamental cesar,5045,"instituto tecnico del norte ""itn""",20,cesar,20011,aguachica,privada,no,8.3067,-73.6153
1881,secretaria de educacion departamental cundinamarca,7917,fundacion tecnologica de madrid,25,cundinamarca,25430,madrid,privada,no,4.7306,-74.2639
