,SECRETARIA,CODIGO_INSTITUCION,NOMBRE_INSTITUCION,COD_DPTO,DEPARTAMENTO,COD_MPIO,MUNICIPIO,NATURALEZA,CERTIFICADO_CALIDAD,LAT,LNG
1882,secretaria de educacion municipal de fusagasuga,5699,instituto central gran colombiano,25,cundinamarca,25290,fusagasuga,privada,no,4.3372,-74.3644
1883,secretaria de educacion municipal de manizales,3262,cruz roja colombiana seccional caldas,17,caldas,17001,manizales,privada,no,5.0661,-75.4847
1884,secretaria de educacion municipal de apartado,9205,institucion nacional de aprendizaje de idiomas extranjeros high class learning s.a.s,5,antioquia,5045,apartado,privada,si,7.883,-76.6259
1885,secretaria de educacion municipal de cucuta,6167,politecnico metropolitano cucuta,54,norte de santander,54001,cucuta,privada,no,7.9075,-72.5047
1886,secretaria de educacion distrito bogota,8834,centro de educacion integral y de sistemas cedinsi,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
1887,secretaria de educacion departamental cundinamarca,8294,escuela de formacion tecnica odontosalud ltda,25,cundinamarca,25873,villapinzon,privada,no,5.2158,-73.5967
1888,secretaria de educacion municipal de cali,8352,politecnico empresarial colombiano - pec sur,76,valle del cauca,76001,cali,privada,no,3.44,-76.5197
1889,secretaria de educacion municipal de popayan,6933,fundacion taller  cultural para  el  desarrollo integral del  hombre- funtacu,19,cauca,19001,popayan,privada,no,2.4411,-76.6061
1890,secretaria de educacion municipal de soacha,4008,corporacion educativa harvard xua,25,cundinamarca,25754,soacha,privada,no,4.5781,-74.2144
1891,secretaria de educacion distrito barranquilla,772,centro de formacion integral coomonomeros y/o cefic,8,atlantico,8001,barranquilla,privada,no,10.9639,-74.7964
1892,secretaria de educacion departamental cordoba,5111,"sistemas de cordoba ""cescor""",23,cordoba,23189,cienaga de oro,privada,no,8.875,-75.6211
1893,secretaria de educacion municipal de pereira,2545,academia nacional de aprendizaje  andap,66,risaralda,66001,pereira,privada,si,4.8143,-75.6946
1894,secretaria de educacion municipal de cucuta,7215,fundacion alcatraz ong,54,norte de santander,54001,cucuta,privada,no,7.9075,-72.5047
1895,secretaria de educacion municipal de duitama,1730,instituto cenis de colombia,15,boyaca,15238,duitama,privada,no,5.8219,-73.0297
1896,secretaria de educacion municipal de turbo,4531,seminario biblico comunidad del reino sebicor,5,antioquia,5837,turbo,privada,no,8.0931,-76.7283
1897,secretaria de educacion municipal de cali,3655,corporacion de desarrollo productivo -cdp san bosco,76,valle del cauca,76001,cali,privada,si,3.44,-76.5197
1898,secretaria de educacion municipal de pereira,6149,instituto tecnico de belleza integral itebi,66,risaralda,66001,pereira,privada,no,4.8143,-75.6946
1900,secretaria de educacion distrito bogota,278,escuela de formaciones tecnicas  formates,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
1901,secretaria de educacion departamental putumayo,7625,instituto de educacion para el trabajo y el desarrollo humano justin hernandez,86,putumayo,86568,puerto asis,privada,no,0.5006,-76.4989
1902,secretaria de educacion departamental santander,8089,escuela hablamos español (ehe),68,santander,68755,socorro,privada,no,6.4603,-73.27
1903,secretaria de educacion departamental boyaca,5888,"instituto colombiano de fomento empresarial ""ife colombia""",15,boyaca,15176,chiquinquira,privada,no,5.6175,-73.8164
1904,secretaria de educacion municipal de villavicencio,3221,escuela de gastronomia y alta cocina el gran chef egalco s.a.s.,50,meta,50001,villavicencio,privada,no,4.1425,-73.6294
1905,secretaria de educacion distrito bogota,8702,corporacion de educacion tecnologica colsubsidio -airbus group chapinero,11,bogota d.c.,11001,bogota,privada,si,4.6126,-74.0705
1906,secretaria de educacion municipal de tulua,3883,centro nacional de capacitacion laboral - cenal,76,valle del cauca,76834,tulua,privada,no,4.0847,-76.1986
1907,secretaria de educacion departamental nariño,7899,instituto de capacitacion en areas administrativas y sistemas incaas,52,nariño,52405,leiva,privada,no,1.9339,-77.3053
1908,secretaria de educacion departamental de antioquia,7789,instituto tecnico yamaha,5,antioquia,5308,girardota,privada,no,6.3769,-75.4461
1909,secretaria de educacion municipal de villavicencio,3195,inandina,50,meta,50001,villavicencio,privada,no,4.1425,-73.6294
1910,secretaria de educacion municipal de cali,2704,"caja de compensacion familiar del valle del cauca ""comfandi""",76,valle del cauca,76001,cali,privada,no,3.44,-76.5197
1911,secretaria de educacion departamental sucre,5397,fundetec,70,sucre,70708,san marcos,privada,no,8.6622,-75.1289
1912,secretaria de educacion departamental cordoba,7067,"centro de estudios tecnicos ""ceprodent""",23,cordoba,23466,montelibano,privada,no,7.9711,-75.4181
1913,secretaria de educacion municipal de cali,3770,instituto de capacitacion nuestra señora de fatima,76,valle del cauca,76001,cali,privada,no,3.44,-76.5197
1914,secretaria de educacion departamental cordoba,6354,"fundacion para el desarrollo de las artes y de las ciencias ""atenea""",23,cordoba,23807,tierralta,privada,no,8.1728,-76.0594
1915,secretaria de educacion municipal de pitalito,8086,escuela de artes y oficios lorenzo cuellar,41,huila,41551,pitalito,privada,no,1.8539,-76.0514
1916,secretaria de educacion municipal de neiva,4421,centro colombo americano english now,41,huila,41001,neiva,privada,no,2.9275,-75.2875
1917,secretaria de educacion municipal de tumaco,4144,instituto tecnico superior empresarial,52,nariño,52835,tumaco,privada,no,1.8067,-78.7647
1918,secretaria de educacion distrito bogota,8946,institucion de educacion para el trabajo y el desarrollo humano - centro educativo wonder sas/ wonder school,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
1919,secretaria de educacion distrito bogota,7843,institucion de educacion para el trabajo y el desarrollo humano ananke,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
1920,secretaria de educacion distrito bogota,166,centro de formacion integral san camilo,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
1921,secretaria de educacion departamental cundinamarca,7908,politecnico de cundinamarca,25,cundinamarca,25295,gachancipa,privada,no,4.9908,-73.8731
1922,secretaria de educacion distrito bogota,7996,escuela internacional de formacion laboral fortec,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
1923,secretaria de educacion municipal de sincelejo,4320,corporacion educativa integral para la salud y la administracion ceisa,70,sucre,70001,sincelejo,privada,si,9.2994,-75.3958
1924,secretaria de educacion departamental boyaca,4214,"escuela de belleza ""stylos""",15,boyaca,15176,chiquinquira,privada,no,5.6175,-73.8164
1926,secretaria de educacion distrito santa marta,8682,centro colombo americano ltda,47,magdalena,47001,santa marta,privada,no,11.2361,-74.2017
1927,secretaria de educacion departamental caldas,2102,academia de ingles english's world,17,caldas,17653,salamina,privada,no,10.4903,-74.7939
1928,secretaria de educacion departamental caldas,2102,academia de ingles english's world,17,caldas,17653,salamina,privada,no,5.4073,-75.4875
1929,secretaria de educacion municipal de cucuta,5569,corporacion educativa para el trabajo y desarrollo humano sin fronteras,54,norte de santander,54001,cucuta,privada,no,7.9075,-72.5047
1930,secretaria de educacion municipal de florencia,6092,corporacion tecnica del petroleo corpetrol sede florencia,18,caqueta,18001,florencia,privada,no,1.6142,-75.6117
1931,secretaria de educacion municipal de florencia,6092,corporacion tecnica del petroleo corpetrol sede florencia,18,caqueta,18001,florencia,privada,no,1.6822,-77.0722
1932,secretaria de educacion departamental nariño,5038,institucion educativa agropecuaria la vega,52,nariño,52685,san bernardo,oficial,no,1.5164,-77.0467
1933,secretaria de educacion departamental nariño,5038,institucion educativa agropecuaria la vega,52,nariño,52685,san bernardo,oficial,no,4.1786,-74.4231
1934,secretaria de educacion municipal de palmira,1951,academia colombiana de enseñanza ace,76,valle del cauca,76520,palmira,privada,no,3.5394,-76.3036
1935,secretaria de educacion departamental santander,7100,fundacion colombia college,68,santander,68679,san gil,privada,no,6.555,-73.1336
1936,secretaria de educacion departamental de antioquia,8325,fundacion universitaria catolica del norte,5,antioquia,5660,san luis,privada,no,4.1322,-75.0956
1937,secretaria de educacion departamental de antioquia,8325,fundacion universitaria catolica del norte,5,antioquia,5660,san luis,privada,no,6.0434,-74.9937
1938,secretaria de educacion distrito bogota,8095,institucion de educacion integral en salud fundetsalud,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
1939,secretaria de educacion municipal de medellin,1881,centro integrado de medicina biologica cimebi,5,antioquia,5001,medellin,privada,no,6.2447,-75.5748
1940,secretaria de educacion departamental huila,3805,"instituto surcolombiano de estudios tecnicos "" i.s.d.e.""",41,huila,41078,baraya,privada,no,3.1531,-75.0525
1941,secretaria de educacion municipal de buga,7906,instituto ingles para todos,76,valle del cauca,76111,guadalajara de buga,privada,no,3.9036,-76.2986
1942,secretaria de educacion municipal de armenia,2988,francisco de paula santander,63,quindio,63001,armenia,privada,si,4.5389,-75.6725
1943,secretaria de educacion municipal de armenia,2988,francisco de paula santander,63,quindio,63001,armenia,privada,si,6.1564,-75.7858
1944,secretaria de educacion municipal de girardot,9569,corporacion escuela de artes y letras,25,cundinamarca,25307,girardot,privada,no,4.3036,-74.8039
1945,secretaria de educacion municipal de valledupar,2250,corporacion tecnica del cesar,20,cesar,20001,valledupar,privada,no,10.4603,-73.2597
1946,secretaria de educacion distrito cartagena,8935,politecnico empresarial del caribe -cafade-,13,bolivar,13001,cartagena,privada,no,10.4236,-75.5253
1947,secretaria de educacion municipal de manizales,1294,escuela de salud san pedro claver,17,caldas,17001,manizales,privada,no,5.0661,-75.4847
1948,secretaria de educacion departamental cordoba,6937,"instituto de enseñanza y capacitacion de la costa ""ideco""",23,cordoba,23675,san bernardo del viento,privada,no,9.355,-75.9544
1949,secretaria de educacion departamental la guajira,8630,corporacion tecnica sistematizada de la costa atlantica cetsca,44,la guajira,44279,fonseca,privada,no,10.8858,-72.8481
1950,secretaria de educacion municipal de armenia,8031,adorarte,63,quindio,63001,armenia,privada,no,4.5389,-75.6725
1951,secretaria de educacion municipal de armenia,8031,adorarte,63,quindio,63001,armenia,privada,no,6.1564,-75.7858
1953,secretaria de educacion departamental boyaca,9360,"instituto educativo para el desarrollo humano ""humanarte boyaca""",15,boyaca,15176,chiquinquira,privada,no,5.6175,-73.8164
1954,secretaria de educacion departamental cordoba,7015,"centro de estudios tecnicos ""ceprodent""",23,cordoba,23182,chinu,privada,no,9.1097,-75.3981
1955,secretaria de educacion municipal de riohacha,5265,"fundacion para el desarrollo de talento humano en programas tecnicos laborales y en salud "" fundesalud""",44,la guajira,44001,riohacha,privada,no,11.5442,-72.9069
1956,secretaria de educacion municipal de cucuta,7860,instituto tecnico impacto educativo,54,norte de santander,54001,cucuta,privada,no,7.9075,-72.5047
1957,secretaria de educacion municipal de tunja,2976,"instituto tecnico para la educacion y el trabajo ""intet""",15,boyaca,15001,tunja,privada,no,5.5403,-73.3614
1958,secretaria de educacion departamental meta,8559,institucion de educacion para el trabajo y el desarrollo humano fundetec,50,meta,50006,acacias,privada,no,3.9889,-73.7647
1959,secretaria de educacion distrito barranquilla,7603,escuela distrital de arte y tradiciones populares - eda,8,atlantico,8001,barranquilla,oficial,no,10.9639,-74.7964
1960,secretaria de educacion municipal de cucuta,3737,politecnico nacional,54,norte de santander,54001,cucuta,privada,no,7.9075,-72.5047
1961,secretaria de educacion municipal de bucaramanga,8040,tecnologica fitec,68,santander,68001,bucaramanga,privada,no,7.1186,-73.1161
1962,secretaria de educacion municipal de sahagun,5674,"instituto de enseñanza y capacitacion de la costa ""ideco""",23,cordoba,23660,sahagun,privada,no,8.9462,-75.4427
1963,secretaria de educacion distrito bogota,177,academia de belleza nueva imagen,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
1964,secretaria de educacion departamental meta,8676,institucion de educacion para el trabajo y el desarrollo humano face look,50,meta,50006,acacias,privada,no,3.9889,-73.7647
1965,secretaria de educacion municipal de armenia,4037,"instituto de capacitacion de mecanica dental  ""unident""",63,quindio,63001,armenia,privada,no,4.5389,-75.6725
1966,secretaria de educacion municipal de armenia,4037,"instituto de capacitacion de mecanica dental  ""unident""",63,quindio,63001,armenia,privada,no,6.1564,-75.7858
1967,secretaria de educacion distrito bogota,7700,instituto gato dumas,11,bogota d.c.,11001,bogota,privada,si,4.6126,-74.0705
1968,secretaria de educacion departamental cordoba,7369,"instituto tecnico emprender plus ""instemp""",23,cordoba,23675,san bernardo del viento,privada,no,9.355,-75.9544
1969,secretaria de educacion municipal de funza,7796,centro cultural bacata,25,cundinamarca,25286,funza,privada,no,4.7175,-74.2094
1970,secretaria de educacion departamental bolivar,4239,instituto tecnico itser,13,bolivar,13244,el carmen de bolivar,privada,no,9.7167,-75.1167
1971,secretaria de educacion municipal de sincelejo,7865,academia  melius s.a.s,70,sucre,70001,sincelejo,privada,no,9.2994,-75.3958
1972,secretaria de educacion municipal de bucaramanga,3866,fast learning adventure,68,santander,68001,bucaramanga,privada,no,7.1186,-73.1161
1973,secretaria de educacion departamental bolivar,8536,"corporacion educativa ocupacional de la depresion momposina ""ceodem""",13,bolivar,13670,san pablo,privada,no,7.4764,-73.9231
1974,secretaria de educacion departamental bolivar,8536,"corporacion educativa ocupacional de la depresion momposina ""ceodem""",13,bolivar,13670,san pablo,privada,no,1.6715,-77.0141
1975,secretaria de educacion departamental valle,8960,centro de estudio ocupacional ceo,76,valle del cauca,76736,sevilla,privada,no,4.2642,-75.9309
1976,secretaria de educacion departamental tolima,8496,escuela nacional de operaciones policiales,73,tolima,73678,san luis,oficial,no,4.1322,-75.0956
1977,secretaria de educacion departamental tolima,8496,escuela nacional de operaciones policiales,73,tolima,73678,san luis,oficial,no,6.0434,-74.9937
